DATE,BAMLHYH0A0HYM2TRIV
2024-04-30,1598.18
2024-05-01,1599.54
2024-05-02,1605.14
2024-05-03,1613.10
2024-05-06,1616.37
2024-05-07,1616.92
2024-05-08,1614.70
2024-05-09,1614.40
2024-05-10,1613.44
2024-05-13,1613.82
2024-05-14,1614.47
2024-05-15,1620.39
2024-05-16,1620.96
2024-05-17,1619.98
2024-05-20,1620.95
2024-05-21,1622.08
2024-05-22,1619.67
2024-05-23,1617.03
2024-05-24,1616.78
2024-05-27,1617.66
2024-05-28,1616.64
2024-05-29,1611.66
2024-05-30,1613.09
2024-05-31,1616.32
2024-06-03,1621.43
2024-06-04,1622.85
2024-06-05,1625.95
2024-06-06,1626.62
2024-06-07,1622.81
2024-06-10,1622.84
2024-06-11,1623.60
2024-06-12,1632.18
2024-06-13,1631.82
2024-06-14,1627.35
2024-06-17,1626.75
2024-06-18,1630.44
2024-06-19,1630.73
2024-06-20,1630.21
2024-06-21,1631.05
2024-06-24,1632.94
2024-06-25,1633.28
2024-06-26,1630.85
2024-06-27,1630.94
2024-06-28,1631.33
2024-06-30,1631.92
2024-07-01,1628.85
2024-07-02,1629.60
2024-07-03,1631.93
2024-07-04,1632.23
2024-07-05,1635.42
2024-07-08,1639.52
2024-07-09,1639.71
2024-07-10,1641.75
2024-07-11,1647.08
2024-07-12,1649.82
2024-07-15,1652.12
2024-07-16,1656.59
2024-07-17,1656.53
2024-07-18,1656.30
2024-07-19,1654.75
2024-07-22,1657.22
2024-07-23,1659.36
2024-07-24,1657.85
2024-07-25,1657.75
2024-07-26,1659.86
2024-07-29,1660.40
2024-07-30,1660.18
2024-07-31,1663.94
2024-08-01,1663.43
2024-08-02,1657.72
2024-08-05,1648.20
2024-08-06,1655.45
2024-08-07,1659.85
2024-08-08,1661.77
2024-08-09,1662.66
2024-08-12,1663.67
2024-08-13,1666.34
2024-08-14,1669.94
2024-08-15,1672.44
2024-08-16,1675.03
2024-08-19,1679.47
2024-08-20,1680.60
2024-08-21,1682.75
2024-08-22,1682.86
2024-08-23,1687.39
2024-08-26,1689.88
2024-08-27,1689.83
2024-08-28,1689.57
2024-08-29,1690.30
2024-08-30,1690.33
2024-08-31,1690.41
2024-09-02,1690.95
2024-09-03,1687.95
2024-09-04,1690.95
2024-09-05,1695.06
2024-09-06,1694.59
2024-09-09,1696.98
2024-09-10,1696.18
2024-09-11,1695.86
2024-09-12,1698.41
2024-09-13,1701.86
2024-09-16,1706.84
2024-09-17,1709.52
2024-09-18,1710.89
2024-09-19,1716.82
2024-09-20,1715.49
2024-09-23,1715.55
2024-09-24,1714.90
2024-09-25,1714.40
2024-09-26,1714.64
2024-09-27,1717.49
2024-09-30,1718.04
2024-10-01,1718.10
2024-10-02,1717.55
2024-10-03,1716.05
2024-10-04,1714.65
2024-10-07,1710.54
2024-10-08,1709.86
2024-10-09,1709.54
2024-10-10,1708.84
2024-10-11,1709.97
2024-10-14,1710.89
2024-10-15,1713.45
2024-10-16,1715.94
2024-10-17,1714.67
2024-10-18,1715.69
2024-10-21,1712.97
2024-10-22,1710.24
2024-10-23,1706.95
2024-10-24,1708.56
2024-10-25,1708.95
2024-10-28,1710.85
2024-10-29,1710.26
2024-10-30,1711.46
2024-10-31,1708.58
2024-11-01,1709.62
2024-11-04,1710.82
2024-11-05,1710.85
2024-11-06,1713.12
2024-11-07,1718.03
2024-11-08,1722.32
2024-11-11,1723.24
2024-11-12,1719.17
2024-11-13,1719.69
2024-11-14,1719.18
2024-11-15,1714.76
2024-11-18,1716.51
2024-11-19,1718.91
2024-11-20,1718.88
2024-11-21,1720.98
2024-11-22,1720.73
2024-11-25,1725.59
2024-11-26,1724.01
2024-11-27,1725.70
2024-11-28,1726.01
2024-11-29,1727.84
2024-11-30,1728.15
